Price,CurrentCost,Name,ProductId,cs1_fine_per_product,cs1_fine_per_productName,ProductNumber,cs1_type,Createdon,ModifiedOn,OverriddenCreatedOn
0.00,NULL,English mentor - basic,56E152C6-E466-E711-A4E6-00505697537D,D3197AE8-7B87-E011-942D-005056BD3748,פסיכומטרי,42,10,2017-07-12 09:30:43,2018-11-07 17:26:57,NULL
0.00,NULL,English mentor - basic,56E152C6-E466-E711-A4E6-00505697537D,D3197AE8-7B87-E011-942D-005056BD3748,פסיכומטרי,42,10,2017-07-12 09:30:43,2018-11-07 17:26:57,NULL
0.00,NULL,English mentor - basic,56E152C6-E466-E711-A4E6-00505697537D,D3197AE8-7B87-E011-942D-005056BD3748,פסיכומטרי,42,10,2017-07-12 09:30:43,2018-11-07 17:26:57,NULL
0.00,NULL,English mentor - basic,56E152C6-E466-E711-A4E6-00505697537D,D3197AE8-7B87-E011-942D-005056BD3748,פסיכומטרי,42,10,2017-07-12 09:30:43,2018-11-07 17:26:57,NULL
0.00,NULL,English mentor - orientation,D6762529-E566-E711-A4E6-00505697537D,D3197AE8-7B87-E011-942D-005056BD3748,פסיכומטרי,43,10,2017-07-12 09:33:29,2018-11-07 17:29:53,NULL
0.00,NULL,English mentor - orientation,D6762529-E566-E711-A4E6-00505697537D,D3197AE8-7B87-E011-942D-005056BD3748,פסיכומטרי,43,10,2017-07-12 09:33:29,2018-11-07 17:29:53,NULL
0.00,NULL,English mentor - orientation,D6762529-E566-E711-A4E6-00505697537D,D3197AE8-7B87-E011-942D-005056BD3748,פסיכומטרי,43,10,2017-07-12 09:33:29,2018-11-07 17:29:53,NULL
0.00,NULL,English mentor - orientation,D6762529-E566-E711-A4E6-00505697537D,D3197AE8-7B87-E011-942D-005056BD3748,פסיכומטרי,43,10,2017-07-12 09:33:29,2018-11-07 17:29:53,NULL
0.00,NULL,English mentor - orientation,D6762529-E566-E711-A4E6-00505697537D,D3197AE8-7B87-E011-942D-005056BD3748,פסיכומטרי,43,10,2017-07-12 09:33:29,2018-11-07 17:29:53,NULL
0.00,NULL,English mentor - orientation,D6762529-E566-E711-A4E6-00505697537D,D3197AE8-7B87-E011-942D-005056BD3748,פסיכומטרי,43,10,2017-07-12 09:33:29,2018-11-07 17:29:53,NULL
0.00,NULL,English mentor - orientation,D6762529-E566-E711-A4E6-00505697537D,D3197AE8-7B87-E011-942D-005056BD3748,פסיכומטרי,43,10,2017-07-12 09:33:29,2018-11-07 17:29:53,NULL
0.00,NULL,English mentor - orientation,D6762529-E566-E711-A4E6-00505697537D,D3197AE8-7B87-E011-942D-005056BD3748,פסיכומטרי,43,10,2017-07-12 09:33:29,2018-11-07 17:29:53,NULL
0.00,NULL,English mentor - orientation,D6762529-E566-E711-A4E6-00505697537D,D3197AE8-7B87-E011-942D-005056BD3748,פסיכומטרי,43,10,2017-07-12 09:33:29,2018-11-07 17:29:53,NULL
0.00,NULL,English mentor - orientation,D6762529-E566-E711-A4E6-00505697537D,D3197AE8-7B87-E011-942D-005056BD3748,פסיכומטרי,43,10,2017-07-12 09:33:29,2018-11-07 17:29:53,NULL
0.00,NULL,English mentor - skills,1748B866-E566-E711-A4E6-00505697537D,D3197AE8-7B87-E011-942D-005056BD3748,פסיכומטרי,44,10,2017-07-12 09:35:19,2022-12-13 08:50:35,NULL
0.00,NULL,English mentor - skills,1748B866-E566-E711-A4E6-00505697537D,D3197AE8-7B87-E011-942D-005056BD3748,פסיכומטרי,44,10,2017-07-12 09:35:19,2022-12-13 08:50:35,NULL
0.00,NULL,English mentor - skills,1748B866-E566-E711-A4E6-00505697537D,D3197AE8-7B87-E011-942D-005056BD3748,פסיכומטרי,44,10,2017-07-12 09:35:19,2022-12-13 08:50:35,NULL
0.00,NULL,English mentor - skills,1748B866-E566-E711-A4E6-00505697537D,D3197AE8-7B87-E011-942D-005056BD3748,פסיכומטרי,44,10,2017-07-12 09:35:19,2022-12-13 08:50:35,NULL
0.00,NULL,English mentor - skills,1748B866-E566-E711-A4E6-00505697537D,D3197AE8-7B87-E011-942D-005056BD3748,פסיכומטרי,44,10,2017-07-12 09:35:19,2022-12-13 08:50:35,NULL
0.00,NULL,English mentor - skills,1748B866-E566-E711-A4E6-00505697537D,D3197AE8-7B87-E011-942D-005056BD3748,פסיכומטרי,44,10,2017-07-12 09:35:19,2022-12-13 08:50:35,NULL
0.00,NULL,English mentor - skills,1748B866-E566-E711-A4E6-00505697537D,D3197AE8-7B87-E011-942D-005056BD3748,פסיכומטרי,44,10,2017-07-12 09:35:19,2022-12-13 08:50:35,NULL
0.00,NULL,English mentor - skills,1748B866-E566-E711-A4E6-00505697537D,D3197AE8-7B87-E011-942D-005056BD3748,פסיכומטרי,44,10,2017-07-12 09:35:19,2022-12-13 08:50:35,NULL
0.00,NULL,English mentor - skills,1748B866-E566-E711-A4E6-00505697537D,D3197AE8-7B87-E011-942D-005056BD3748,פסיכומטרי,44,10,2017-07-12 09:35:19,2022-12-13 08:50:35,NULL
0.00,NULL,English mentor - skills,1748B866-E566-E711-A4E6-00505697537D,D3197AE8-7B87-E011-942D-005056BD3748,פסיכומטרי,44,10,2017-07-12 09:35:19,2022-12-13 08:50:35,NULL
0.00,NULL,English mentor - professional,F6C3658A-E566-E711-A4E6-00505697537D,D3197AE8-7B87-E011-942D-005056BD3748,פסיכומטרי,45,10,2017-07-12 09:36:12,2018-11-07 17:31:40,NULL
0.00,NULL,English mentor - professional,F6C3658A-E566-E711-A4E6-00505697537D,D3197AE8-7B87-E011-942D-005056BD3748,פסיכומטרי,45,10,2017-07-12 09:36:12,2018-11-07 17:31:40,NULL
0.00,NULL,English mentor - professional,F6C3658A-E566-E711-A4E6-00505697537D,D3197AE8-7B87-E011-942D-005056BD3748,פסיכומטרי,45,10,2017-07-12 09:36:12,2018-11-07 17:31:40,NULL
0.00,NULL,English mentor - professional,F6C3658A-E566-E711-A4E6-00505697537D,D3197AE8-7B87-E011-942D-005056BD3748,פסיכומטרי,45,10,2017-07-12 09:36:12,2018-11-07 17:31:40,NULL
0.00,NULL,English mentor - professional,F6C3658A-E566-E711-A4E6-00505697537D,D3197AE8-7B87-E011-942D-005056BD3748,פסיכומטרי,45,10,2017-07-12 09:36:12,2018-11-07 17:31:40,NULL
0.00,NULL,English mentor - professional,F6C3658A-E566-E711-A4E6-00505697537D,D3197AE8-7B87-E011-942D-005056BD3748,פסיכומטרי,45,10,2017-07-12 09:36:12,2018-11-07 17:31:40,NULL
0.00,NULL,English mentor - professional,F6C3658A-E566-E711-A4E6-00505697537D,D3197AE8-7B87-E011-942D-005056BD3748,פסיכומטרי,45,10,2017-07-12 09:36:12,2018-11-07 17:31:40,NULL
0.00,NULL,English mentor - professional,F6C3658A-E566-E711-A4E6-00505697537D,D3197AE8-7B87-E011-942D-005056BD3748,פסיכומטרי,45,10,2017-07-12 09:36:12,2018-11-07 17:31:40,NULL
0.00,NULL,English mentor - professional,F6C3658A-E566-E711-A4E6-00505697537D,D3197AE8-7B87-E011-942D-005056BD3748,פסיכומטרי,45,10,2017-07-12 09:36:12,2018-11-07 17:31:40,NULL
0.00,NULL,English mentor - professional,F6C3658A-E566-E711-A4E6-00505697537D,D3197AE8-7B87-E011-942D-005056BD3748,פסיכומטרי,45,10,2017-07-12 09:36:12,2018-11-07 17:31:40,NULL
0.00,NULL,English mentor - professional,F6C3658A-E566-E711-A4E6-00505697537D,D3197AE8-7B87-E011-942D-005056BD3748,פסיכומטרי,45,10,2017-07-12 09:36:12,2018-11-07 17:31:40,NULL
NULL,NULL,עברית מבחן מה"ט,50EF90B7-A702-E911-AD77-00505697537D,NULL,NULL,69,10,2018-12-18 09:31:38,2019-01-03 12:55:07,NULL
NULL,NULL,עברית מבחן מה"ט,50EF90B7-A702-E911-AD77-00505697537D,NULL,NULL,69,10,2018-12-18 09:31:38,2019-01-03 12:55:07,NULL
0.00,NULL,English mentor - masters,2E73F4A0-BEAE-E911-AF9E-00505697537D,D3197AE8-7B87-E011-942D-005056BD3748,פסיכומטרי,25,10,2019-07-25 09:28:58,2019-07-25 10:22:37,NULL
0.00,NULL,English mentor - masters,2E73F4A0-BEAE-E911-AF9E-00505697537D,D3197AE8-7B87-E011-942D-005056BD3748,פסיכומטרי,25,10,2019-07-25 09:28:58,2019-07-25 10:22:37,NULL
0.00,NULL,English mentor - masters,2E73F4A0-BEAE-E911-AF9E-00505697537D,D3197AE8-7B87-E011-942D-005056BD3748,פסיכומטרי,25,10,2019-07-25 09:28:58,2019-07-25 10:22:37,NULL
NULL,NULL,פסיכומטרי חוזרים - לא פעיל,D7F8E6C4-E587-E711-B7F2-00505697537D,D3197AE8-7B87-E011-942D-005056BD3748,פסיכומטרי,56,20,2017-08-23 09:31:07,2017-10-10 08:55:13,NULL
NULL,NULL,פסיכומטרי חוזרים - לא פעיל,D7F8E6C4-E587-E711-B7F2-00505697537D,D3197AE8-7B87-E011-942D-005056BD3748,פסיכומטרי,56,20,2017-08-23 09:31:07,2017-10-10 08:55:13,NULL
NULL,NULL,English mentor plus - orientation,3967A6C4-FB7D-E811-B9FF-00505697537D,D3197AE8-7B87-E011-942D-005056BD3748,פסיכומטרי,46,10,2018-07-02 13:28:17,2019-01-03 12:49:23,NULL
NULL,NULL,English mentor plus - orientation,3967A6C4-FB7D-E811-B9FF-00505697537D,D3197AE8-7B87-E011-942D-005056BD3748,פסיכומטרי,46,10,2018-07-02 13:28:17,2019-01-03 12:49:23,NULL
NULL,NULL,English mentor plus - orientation,3967A6C4-FB7D-E811-B9FF-00505697537D,D3197AE8-7B87-E011-942D-005056BD3748,פסיכומטרי,46,10,2018-07-02 13:28:17,2019-01-03 12:49:23,NULL
NULL,NULL,English mentor plus - orientation,3967A6C4-FB7D-E811-B9FF-00505697537D,D3197AE8-7B87-E011-942D-005056BD3748,פסיכומטרי,46,10,2018-07-02 13:28:17,2019-01-03 12:49:23,NULL
NULL,NULL,English mentor plus - orientation,3967A6C4-FB7D-E811-B9FF-00505697537D,D3197AE8-7B87-E011-942D-005056BD3748,פסיכומטרי,46,10,2018-07-02 13:28:17,2019-01-03 12:49:23,NULL
NULL,NULL,English mentor plus - orientation,3967A6C4-FB7D-E811-B9FF-00505697537D,D3197AE8-7B87-E011-942D-005056BD3748,פסיכומטרי,46,10,2018-07-02 13:28:17,2019-01-03 12:49:23,NULL
NULL,NULL,English mentor plus - orientation,3967A6C4-FB7D-E811-B9FF-00505697537D,D3197AE8-7B87-E011-942D-005056BD3748,פסיכומטרי,46,10,2018-07-02 13:28:17,2019-01-03 12:49:23,NULL
NULL,NULL,English mentor plus - professional,78AED62A-FC7D-E811-B9FF-00505697537D,D3197AE8-7B87-E011-942D-005056BD3748,פסיכומטרי,48,10,2018-07-02 13:31:04,2019-01-03 12:49:23,NULL
NULL,NULL,English mentor plus - professional,78AED62A-FC7D-E811-B9FF-00505697537D,D3197AE8-7B87-E011-942D-005056BD3748,פסיכומטרי,48,10,2018-07-02 13:31:04,2019-01-03 12:49:23,NULL
NULL,NULL,English mentor plus - professional,78AED62A-FC7D-E811-B9FF-00505697537D,D3197AE8-7B87-E011-942D-005056BD3748,פסיכומטרי,48,10,2018-07-02 13:31:04,2019-01-03 12:49:23,NULL
NULL,NULL,English mentor plus - professional,78AED62A-FC7D-E811-B9FF-00505697537D,D3197AE8-7B87-E011-942D-005056BD3748,פסיכומטרי,48,10,2018-07-02 13:31:04,2019-01-03 12:49:23,NULL
NULL,NULL,English mentor plus - professional,78AED62A-FC7D-E811-B9FF-00505697537D,D3197AE8-7B87-E011-942D-005056BD3748,פסיכומטרי,48,10,2018-07-02 13:31:04,2019-01-03 12:49:23,NULL
NULL,NULL,English mentor plus - professional,78AED62A-FC7D-E811-B9FF-00505697537D,D3197AE8-7B87-E011-942D-005056BD3748,פסיכומטרי,48,10,2018-07-02 13:31:04,2019-01-03 12:49:23,NULL
NULL,NULL,English mentor plus - professional,78AED62A-FC7D-E811-B9FF-00505697537D,D3197AE8-7B87-E011-942D-005056BD3748,פסיכומטרי,48,10,2018-07-02 13:31:04,2019-01-03 12:49:23,NULL
NULL,NULL,English mentor to go - orientation,00C5387D-FC7D-E811-B9FF-00505697537D,D3197AE8-7B87-E011-942D-005056BD3748,פסיכומטרי,86,10,2018-07-02 13:33:26,2019-01-03 12:49:23,NULL
NULL,NULL,English mentor to go - orientation,00C5387D-FC7D-E811-B9FF-00505697537D,D3197AE8-7B87-E011-942D-005056BD3748,פסיכומטרי,86,10,2018-07-02 13:33:26,2019-01-03 12:49:23,NULL
NULL,NULL,English mentor to go - skills,98CDABAC-FC7D-E811-B9FF-00505697537D,D3197AE8-7B87-E011-942D-005056BD3748,פסיכומטרי,87,10,2018-07-02 13:34:42,2019-01-03 12:49:24,NULL
NULL,NULL,English mentor to go - skills,98CDABAC-FC7D-E811-B9FF-00505697537D,D3197AE8-7B87-E011-942D-005056BD3748,פסיכומטרי,87,10,2018-07-02 13:34:42,2019-01-03 12:49:24,NULL
NULL,NULL,English mentor to go - professional,C3CE65E0-FC7D-E811-B9FF-00505697537D,D3197AE8-7B87-E011-942D-005056BD3748,פסיכומטרי,88,10,2018-07-02 13:36:19,2019-01-03 12:49:23,NULL
NULL,NULL,English mentor to go - professional,C3CE65E0-FC7D-E811-B9FF-00505697537D,D3197AE8-7B87-E011-942D-005056BD3748,פסיכומטרי,88,10,2018-07-02 13:36:19,2019-01-03 12:49:23,NULL
NULL,NULL,מתמטיקה 4,CA40E198-5D87-E011-942D-005056BD3748,49D69FDB-7B87-E011-942D-005056BD3748,בגרויות,11,10,2011-05-26 06:01:29,2011-12-11 12:24:54,NULL
NULL,NULL,מתמטיקה 4,CA40E198-5D87-E011-942D-005056BD3748,49D69FDB-7B87-E011-942D-005056BD3748,בגרויות,11,10,2011-05-26 06:01:29,2011-12-11 12:24:54,NULL
NULL,NULL,מתמטיקה 4,CA40E198-5D87-E011-942D-005056BD3748,49D69FDB-7B87-E011-942D-005056BD3748,בגרויות,11,10,2011-05-26 06:01:29,2011-12-11 12:24:54,NULL
NULL,NULL,מתמטיקה 4,CA40E198-5D87-E011-942D-005056BD3748,49D69FDB-7B87-E011-942D-005056BD3748,בגרויות,11,10,2011-05-26 06:01:29,2011-12-11 12:24:54,NULL
NULL,NULL,מתמטיקה 4,CA40E198-5D87-E011-942D-005056BD3748,49D69FDB-7B87-E011-942D-005056BD3748,בגרויות,11,10,2011-05-26 06:01:29,2011-12-11 12:24:54,NULL
NULL,NULL,מתמטיקה 4,CA40E198-5D87-E011-942D-005056BD3748,49D69FDB-7B87-E011-942D-005056BD3748,בגרויות,11,10,2011-05-26 06:01:29,2011-12-11 12:24:54,NULL
NULL,NULL,מתמטיקה 4,CA40E198-5D87-E011-942D-005056BD3748,49D69FDB-7B87-E011-942D-005056BD3748,בגרויות,11,10,2011-05-26 06:01:29,2011-12-11 12:24:54,NULL
NULL,NULL,מתמטיקה 4,CA40E198-5D87-E011-942D-005056BD3748,49D69FDB-7B87-E011-942D-005056BD3748,בגרויות,11,10,2011-05-26 06:01:29,2011-12-11 12:24:54,NULL
NULL,NULL,מתמטיקה 4,CA40E198-5D87-E011-942D-005056BD3748,49D69FDB-7B87-E011-942D-005056BD3748,בגרויות,11,10,2011-05-26 06:01:29,2011-12-11 12:24:54,NULL
2000.00,NULL,מכינה באנגלית,7CA1D0DA-5E87-E011-942D-005056BD3748,49D69FDB-7B87-E011-942D-005056BD3748,בגרויות,23,10,2011-05-26 06:10:29,2019-01-03 12:56:56,NULL
2000.00,NULL,מכינה באנגלית,7CA1D0DA-5E87-E011-942D-005056BD3748,49D69FDB-7B87-E011-942D-005056BD3748,בגרויות,23,10,2011-05-26 06:10:29,2019-01-03 12:56:56,NULL
2000.00,NULL,מכינה באנגלית,7CA1D0DA-5E87-E011-942D-005056BD3748,49D69FDB-7B87-E011-942D-005056BD3748,בגרויות,23,10,2011-05-26 06:10:29,2019-01-03 12:56:56,NULL
NULL,NULL,ספרות 3,BE5D9626-5F87-E011-942D-005056BD3748,49D69FDB-7B87-E011-942D-005056BD3748,בגרויות,31,10,2011-05-26 06:12:37,2019-01-03 12:56:56,NULL
NULL,NULL,ספרות 3,BE5D9626-5F87-E011-942D-005056BD3748,49D69FDB-7B87-E011-942D-005056BD3748,בגרויות,31,10,2011-05-26 06:12:37,2019-01-03 12:56:56,NULL
NULL,NULL,ספרות 3,BE5D9626-5F87-E011-942D-005056BD3748,49D69FDB-7B87-E011-942D-005056BD3748,בגרויות,31,10,2011-05-26 06:12:37,2019-01-03 12:56:56,NULL
NULL,NULL,ספרות 3,BE5D9626-5F87-E011-942D-005056BD3748,49D69FDB-7B87-E011-942D-005056BD3748,בגרויות,31,10,2011-05-26 06:12:37,2019-01-03 12:56:56,NULL
NULL,NULL,ספרות 3,BE5D9626-5F87-E011-942D-005056BD3748,49D69FDB-7B87-E011-942D-005056BD3748,בגרויות,31,10,2011-05-26 06:12:37,2019-01-03 12:56:56,NULL
NULL,NULL,ספרות 3,BE5D9626-5F87-E011-942D-005056BD3748,49D69FDB-7B87-E011-942D-005056BD3748,בגרויות,31,10,2011-05-26 06:12:37,2019-01-03 12:56:56,NULL
NULL,NULL,ספרות 3,BE5D9626-5F87-E011-942D-005056BD3748,49D69FDB-7B87-E011-942D-005056BD3748,בגרויות,31,10,2011-05-26 06:12:37,2019-01-03 12:56:56,NULL
NULL,NULL,ספרות 3,BE5D9626-5F87-E011-942D-005056BD3748,49D69FDB-7B87-E011-942D-005056BD3748,בגרויות,31,10,2011-05-26 06:12:37,2019-01-03 12:56:56,NULL
NULL,NULL,היסטוריה 3 השלמה,88AF9DA6-5F87-E011-942D-005056BD3748,49D69FDB-7B87-E011-942D-005056BD3748,בגרויות,62,10,2011-05-26 06:16:11,2019-01-03 12:56:56,NULL
NULL,NULL,היסטוריה 3 השלמה,88AF9DA6-5F87-E011-942D-005056BD3748,49D69FDB-7B87-E011-942D-005056BD3748,בגרויות,62,10,2011-05-26 06:16:11,2019-01-03 12:56:56,NULL
NULL,NULL,היסטוריה 3 השלמה,88AF9DA6-5F87-E011-942D-005056BD3748,49D69FDB-7B87-E011-942D-005056BD3748,בגרויות,62,10,2011-05-26 06:16:11,2019-01-03 12:56:56,NULL
NULL,NULL,היסטוריה 3 השלמה,88AF9DA6-5F87-E011-942D-005056BD3748,49D69FDB-7B87-E011-942D-005056BD3748,בגרויות,62,10,2011-05-26 06:16:11,2019-01-03 12:56:56,NULL
NULL,NULL,היסטוריה 3 השלמה,88AF9DA6-5F87-E011-942D-005056BD3748,49D69FDB-7B87-E011-942D-005056BD3748,בגרויות,62,10,2011-05-26 06:16:11,2019-01-03 12:56:56,NULL
NULL,NULL,היסטוריה 3 השלמה,88AF9DA6-5F87-E011-942D-005056BD3748,49D69FDB-7B87-E011-942D-005056BD3748,בגרויות,62,10,2011-05-26 06:16:11,2019-01-03 12:56:56,NULL
NULL,NULL,היסטוריה 3 השלמה,88AF9DA6-5F87-E011-942D-005056BD3748,49D69FDB-7B87-E011-942D-005056BD3748,בגרויות,62,10,2011-05-26 06:16:11,2019-01-03 12:56:56,NULL
NULL,NULL,היסטוריה 3 השלמה,88AF9DA6-5F87-E011-942D-005056BD3748,49D69FDB-7B87-E011-942D-005056BD3748,בגרויות,62,10,2011-05-26 06:16:11,2019-01-03 12:56:56,NULL
NULL,NULL,היסטוריה 3 השלמה,88AF9DA6-5F87-E011-942D-005056BD3748,49D69FDB-7B87-E011-942D-005056BD3748,בגרויות,62,10,2011-05-26 06:16:11,2019-01-03 12:56:56,NULL
NULL,NULL,תנ"ך 2,1875F5C9-6087-E011-942D-005056BD3748,49D69FDB-7B87-E011-942D-005056BD3748,בגרויות,40,10,2011-05-26 06:24:20,2019-01-03 12:56:56,NULL
NULL,NULL,תנ"ך 2,1875F5C9-6087-E011-942D-005056BD3748,49D69FDB-7B87-E011-942D-005056BD3748,בגרויות,40,10,2011-05-26 06:24:20,2019-01-03 12:56:56,NULL
NULL,NULL,תנ"ך 2,1875F5C9-6087-E011-942D-005056BD3748,49D69FDB-7B87-E011-942D-005056BD3748,בגרויות,40,10,2011-05-26 06:24:20,2019-01-03 12:56:56,NULL
NULL,NULL,תנ"ך 2,1875F5C9-6087-E011-942D-005056BD3748,49D69FDB-7B87-E011-942D-005056BD3748,בגרויות,40,10,2011-05-26 06:24:20,2019-01-03 12:56:56,NULL
NULL,NULL,תנ"ך 2,1875F5C9-6087-E011-942D-005056BD3748,49D69FDB-7B87-E011-942D-005056BD3748,בגרויות,40,10,2011-05-26 06:24:20,2019-01-03 12:56:56,NULL
NULL,NULL,תנ"ך 2,1875F5C9-6087-E011-942D-005056BD3748,49D69FDB-7B87-E011-942D-005056BD3748,בגרויות,40,10,2011-05-26 06:24:20,2019-01-03 12:56:56,NULL
NULL,NULL,תנ"ך 2,1875F5C9-6087-E011-942D-005056BD3748,49D69FDB-7B87-E011-942D-005056BD3748,בגרויות,40,10,2011-05-26 06:24:20,2019-01-03 12:56:56,NULL
NULL,NULL,תנ"ך 2,1875F5C9-6087-E011-942D-005056BD3748,49D69FDB-7B87-E011-942D-005056BD3748,בגרויות,40,10,2011-05-26 06:24:20,2019-01-03 12:56:56,NULL
NULL,NULL,פיסיקה 5,B2C2B746-6187-E011-942D-005056BD3748,49D69FDB-7B87-E011-942D-005056BD3748,בגרויות,93,10,2011-05-26 06:27:49,2019-01-03 12:56:56,NULL
NULL,NULL,פיסיקה 5,B2C2B746-6187-E011-942D-005056BD3748,49D69FDB-7B87-E011-942D-005056BD3748,בגרויות,93,10,2011-05-26 06:27:49,2019-01-03 12:56:56,NULL
NULL,NULL,פיסיקה 5,B2C2B746-6187-E011-942D-005056BD3748,49D69FDB-7B87-E011-942D-005056BD3748,בגרויות,93,10,2011-05-26 06:27:49,2019-01-03 12:56:56,NULL
NULL,NULL,פיסיקה 5,B2C2B746-6187-E011-942D-005056BD3748,49D69FDB-7B87-E011-942D-005056BD3748,בגרויות,93,10,2011-05-26 06:27:49,2019-01-03 12:56:56,NULL
NULL,NULL,פיסיקה 5,B2C2B746-6187-E011-942D-005056BD3748,49D69FDB-7B87-E011-942D-005056BD3748,בגרויות,93,10,2011-05-26 06:27:49,2019-01-03 12:56:56,NULL
NULL,NULL,פיסיקה 5,B2C2B746-6187-E011-942D-005056BD3748,49D69FDB-7B87-E011-942D-005056BD3748,בגרויות,93,10,2011-05-26 06:27:49,2019-01-03 12:56:56,NULL
NULL,NULL,פיסיקה 5,B2C2B746-6187-E011-942D-005056BD3748,49D69FDB-7B87-E011-942D-005056BD3748,בגרויות,93,10,2011-05-26 06:27:49,2019-01-03 12:56:56,NULL
NULL,NULL,תנ"ך 3,00EC817D-6187-E011-942D-005056BD3748,49D69FDB-7B87-E011-942D-005056BD3748,בגרויות,41,10,2011-05-26 06:29:21,2019-01-03 12:56:56,NULL
NULL,NULL,תנ"ך 3,00EC817D-6187-E011-942D-005056BD3748,49D69FDB-7B87-E011-942D-005056BD3748,בגרויות,41,10,2011-05-26 06:29:21,2019-01-03 12:56:56,NULL
NULL,NULL,תנ"ך 3,00EC817D-6187-E011-942D-005056BD3748,49D69FDB-7B87-E011-942D-005056BD3748,בגרויות,41,10,2011-05-26 06:29:21,2019-01-03 12:56:56,NULL
NULL,NULL,תנ"ך 3,00EC817D-6187-E011-942D-005056BD3748,49D69FDB-7B87-E011-942D-005056BD3748,בגרויות,41,10,2011-05-26 06:29:21,2019-01-03 12:56:56,NULL
NULL,NULL,תנ"ך 3,00EC817D-6187-E011-942D-005056BD3748,49D69FDB-7B87-E011-942D-005056BD3748,בגרויות,41,10,2011-05-26 06:29:21,2019-01-03 12:56:56,NULL
NULL,NULL,תנ"ך 3,00EC817D-6187-E011-942D-005056BD3748,49D69FDB-7B87-E011-942D-005056BD3748,בגרויות,41,10,2011-05-26 06:29:21,2019-01-03 12:56:56,NULL
NULL,NULL,תנ"ך 3,00EC817D-6187-E011-942D-005056BD3748,49D69FDB-7B87-E011-942D-005056BD3748,בגרויות,41,10,2011-05-26 06:29:21,2019-01-03 12:56:56,NULL
NULL,NULL,תנ"ך 3,00EC817D-6187-E011-942D-005056BD3748,49D69FDB-7B87-E011-942D-005056BD3748,בגרויות,41,10,2011-05-26 06:29:21,2019-01-03 12:56:56,NULL
NULL,NULL,פסיכומטרי,A29C36C3-6187-E011-942D-005056BD3748,D3197AE8-7B87-E011-942D-005056BD3748,פסיכומטרי,50,10,2011-05-26 06:31:18,2015-12-10 07:41:32,NULL
NULL,NULL,פסיכומטרי,A29C36C3-6187-E011-942D-005056BD3748,D3197AE8-7B87-E011-942D-005056BD3748,פסיכומטרי,50,10,2011-05-26 06:31:18,2015-12-10 07:41:32,NULL
NULL,NULL,פסיכומטרי,A29C36C3-6187-E011-942D-005056BD3748,D3197AE8-7B87-E011-942D-005056BD3748,פסיכומטרי,50,10,2011-05-26 06:31:18,2015-12-10 07:41:32,NULL
NULL,NULL,פסיכומטרי,A29C36C3-6187-E011-942D-005056BD3748,D3197AE8-7B87-E011-942D-005056BD3748,פסיכומטרי,50,10,2011-05-26 06:31:18,2015-12-10 07:41:32,NULL
NULL,NULL,פסיכומטרי,A29C36C3-6187-E011-942D-005056BD3748,D3197AE8-7B87-E011-942D-005056BD3748,פסיכומטרי,50,10,2011-05-26 06:31:18,2015-12-10 07:41:32,NULL
NULL,NULL,פסיכומטרי,A29C36C3-6187-E011-942D-005056BD3748,D3197AE8-7B87-E011-942D-005056BD3748,פסיכומטרי,50,10,2011-05-26 06:31:18,2015-12-10 07:41:32,NULL
NULL,NULL,פסיכומטרי,A29C36C3-6187-E011-942D-005056BD3748,D3197AE8-7B87-E011-942D-005056BD3748,פסיכומטרי,50,10,2011-05-26 06:31:18,2015-12-10 07:41:32,NULL
NULL,NULL,פסיכומטרי,A29C36C3-6187-E011-942D-005056BD3748,D3197AE8-7B87-E011-942D-005056BD3748,פסיכומטרי,50,10,2011-05-26 06:31:18,2015-12-10 07:41:32,NULL
NULL,NULL,פסיכומטרי,A29C36C3-6187-E011-942D-005056BD3748,D3197AE8-7B87-E011-942D-005056BD3748,פסיכומטרי,50,10,2011-05-26 06:31:18,2015-12-10 07:41:32,NULL
NULL,NULL,פסיכומטרי,A29C36C3-6187-E011-942D-005056BD3748,D3197AE8-7B87-E011-942D-005056BD3748,פסיכומטרי,50,10,2011-05-26 06:31:18,2015-12-10 07:41:32,NULL
NULL,NULL,פסיכומטרי,A29C36C3-6187-E011-942D-005056BD3748,D3197AE8-7B87-E011-942D-005056BD3748,פסיכומטרי,50,10,2011-05-26 06:31:18,2015-12-10 07:41:32,NULL
NULL,NULL,פסיכומטרי,A29C36C3-6187-E011-942D-005056BD3748,D3197AE8-7B87-E011-942D-005056BD3748,פסיכומטרי,50,10,2011-05-26 06:31:18,2015-12-10 07:41:32,NULL
NULL,NULL,פסיכומטרי,A29C36C3-6187-E011-942D-005056BD3748,D3197AE8-7B87-E011-942D-005056BD3748,פסיכומטרי,50,10,2011-05-26 06:31:18,2015-12-10 07:41:32,NULL
NULL,NULL,פסיכומטרי,A29C36C3-6187-E011-942D-005056BD3748,D3197AE8-7B87-E011-942D-005056BD3748,פסיכומטרי,50,10,2011-05-26 06:31:18,2015-12-10 07:41:32,NULL
NULL,NULL,מכינה מתמטיקה 5,51CA2D4F-8287-E011-942D-005056BD3748,49D69FDB-7B87-E011-942D-005056BD3748,בגרויות,99,10,2011-05-26 10:25:08,2019-01-03 12:56:57,NULL
NULL,NULL,מכינה מתמטיקה 5,51CA2D4F-8287-E011-942D-005056BD3748,49D69FDB-7B87-E011-942D-005056BD3748,בגרויות,99,10,2011-05-26 10:25:08,2019-01-03 12:56:57,NULL
